_key,code_a,desc_a,code_b,desc_b,n_both,lift,odds_ratio,or_adjusted,confounding_ratio,chapter_a,chapter_b,ccsr_desc_a,ccsr_desc_b,code_pairs_in_group,max_lift_in_group
Abdominal pain and other digestive/abdomen signs and symptoms | Endocrine system cancers - pancreas,C259,"Malignant neoplasm of pancreas, unspecified",R188,Other ascites,1285,9.216980555338996,10.276103833324578,7.330921114713822,1.4017479758034102,Neoplasm,Symptoms/signs,Endocrine system cancers - pancreas,Abdominal pain and other digestive/abdomen signs and symptoms,1,9.216980555338996
Non-Hodgkin lymphoma | Unacceptable PDX,C8590,"Non-Hodgkin lymphoma, unspecified, unspecified site",Z9221,Personal history of antineoplastic chemotherapy,1036,8.763330949503814,9.959418498856424,7.302841154093264,1.3637731245563434,Neoplasm,Factors/status,Non-Hodgkin lymphoma,Unacceptable PDX,3,29.515210149121685
Headache; including migraine | Skin/Subcutaneous signs and symptoms,R200,Anesthesia of skin,R51,Headache,1303,8.009742646794344,8.692712730290248,7.301787533899379,1.190491053037813,Symptoms/signs,Symptoms/signs,Skin/Subcutaneous signs and symptoms,Headache; including migraine,1,8.009742646794344
General sensation/perception signs and symptoms | Nervous system signs and symptoms,R2681,Unsteadiness on feet,R42,Dizziness and giddiness,1083,9.738313538508658,10.56757852218968,7.291274604836114,1.4493458407368829,Symptoms/signs,Symptoms/signs,Nervous system signs and symptoms,General sensation/perception signs and symptoms,3,14.785873517016617
Endocarditis and endocardial disease | Shock,I330,Acute and subacute infective endocarditis,R570,Cardiogenic shock,588,8.294931334251375,8.763946073398875,7.282556389721268,1.2034161638306662,Circulatory,Symptoms/signs,Endocarditis and endocardial disease,Shock,1,8.294931334251375
Other specified and unspecified liver disease | Other specified and unspecified nutritional and metabolic disorders,E8809,"Oth disorders of plasma-protein metabolism, NEC",K766,Portal hypertension,2989,8.109529584127706,9.025757989723992,7.270007243015089,1.2415060519225485,Endocrine/metabolic,Digestive,Other specified and unspecified nutritional and metabolic disorders,Other specified and unspecified liver disease,8,18.63168248831512
Anxiety and fear-related disorders | Bipolar and related disorders,F3181,Bipolar II disorder,F411,Generalized anxiety disorder,1400,8.666915694416646,9.86905326175386,7.268094687530536,1.3578597536278172,Mental/behavioural,Mental/behavioural,Bipolar and related disorders,Anxiety and fear-related disorders,2,9.509645322098542
Other specified and unspecified lower respiratory disease | Respiratory failure; insufficiency; arrest,J8410,"Pulmonary fibrosis, unspecified",J9621,Acute and chronic respiratory failure with hypoxia,6926,8.85843163579629,11.614394823768178,7.267695166243348,1.5980850266965212,Respiratory,Respiratory,Other specified and unspecified lower respiratory disease,Respiratory failure; insufficiency; arrest,9,15.323770187208812
Other nervous system disorders (neither hereditary nor degenerative) | Other nervous system disorders (often hereditary or degenerative),G253,Myoclonus,G92,Toxic encephalopathy,808,7.889985942814584,8.799332319997296,7.25554151882154,1.2127740289502886,Nervous,Nervous,Other nervous system disorders (often hereditary or degenerative),Other nervous system disorders (neither hereditary nor degenerative),1,7.889985942814584
"Peritonitis and intra-abdominal abscess | Pleurisy, pleural effusion and pulmonary collapse",J90,"Pleural effusion, not elsewhere classified",K750,Abscess of liver,774,8.028985526771413,9.259281618699282,7.246594291764285,1.2777425154354791,Respiratory,Digestive,"Pleurisy, pleural effusion and pulmonary collapse",Peritonitis and intra-abdominal abscess,1,8.028985526771413
Aplastic anemia | Hepatitis,D61818,Other pancytopenia,K7011,Alcoholic hepatitis with ascites,550,8.024317977631338,8.69930641097076,7.239410839006646,1.2016594450059466,Blood/immune,Digestive,Aplastic anemia,Hepatitis,1,8.024317977631338
Acute and unspecified renal failure | Postprocedural or postoperative respiratory system complication,J95821,Acute postprocedural respiratory failure,N170,Acute kidney failure with tubular necrosis,1103,8.068916956705705,9.084104106932864,7.236240759346055,1.255362336472868,Respiratory,Genitourinary,Postprocedural or postoperative respiratory system complication,Acute and unspecified renal failure,2,13.089586556750204
Abdominal pain and other digestive/abdomen signs and symptoms | Other specified male genital disorders,N5089,Other specified disorders of the male genital organs,R188,Other ascites,857,8.541273954850949,9.399049771050748,7.234597087385779,1.2991808192662038,Genitourinary,Symptoms/signs,Other specified male genital disorders,Abdominal pain and other digestive/abdomen signs and symptoms,1,8.541273954850949
Other nervous system disorders (neither hereditary nor degenerative) | Other specified status,G9349,Other encephalopathy,Z9911,Dependence on respirator [ventilator] status,633,8.169942148180303,8.588183859089451,7.229906826992637,1.1878692304893512,Nervous,Factors/status,Other nervous system disorders (neither hereditary nor degenerative),Other specified status,1,8.169942148180303
Hepatitis | Other specified substance-related disorders,B1920,Unspecified viral hepatitis C without hepatic coma,F1910,"Other psychoactive substance abuse, uncomplicated",2955,11.480497536407729,13.25235494668124,7.225315328658394,1.834155928685531,Infectious,Mental/behavioural,Hepatitis,Other specified substance-related disorders,2,11.480497536407729
Fluid and electrolyte disorders | Other general signs and symptoms,E8770,"Fluid overload, unspecified",R601,Generalized edema,589,8.386301522631397,9.198209589676608,7.21982292724767,1.2740214936522185,Endocrine/metabolic,Symptoms/signs,Fluid and electrolyte disorders,Other general signs and symptoms,1,8.386301522631397
Other nervous system disorders (neither hereditary nor degenerative) | Respiratory cancers,C3490,Malignant neoplasm of unsp part of unsp bronchus or lung,G936,Cerebral edema,1889,9.05312548771442,9.926367124553598,7.218014600087466,1.375221258825566,Neoplasm,Nervous,Respiratory cancers,Other nervous system disorders (neither hereditary nor degenerative),3,9.492653317470838
Dysphagia | Esophageal disorders,K222,Esophageal obstruction,R1310,"Dysphagia, unspecified",3825,8.91902345395647,11.00059989341802,7.204300608197866,1.5269490394251866,Digestive,Symptoms/signs,Esophageal disorders,Dysphagia,4,69.79345837045675
Pericarditis and pericardial disease | Shock,I313,Pericardial effusion (noninflammatory),R570,Cardiogenic shock,1695,8.566296872776379,9.303643241133834,7.20428107826447,1.291404810565096,Circulatory,Symptoms/signs,Pericarditis and pericardial disease,Shock,1,8.566296872776379
Myocarditis and cardiomyopathy | Pulmonary heart disease,I2722,Pulmonary hypertension due to left heart disease,I420,Dilated cardiomyopathy,800,8.869573995915635,9.510585280747598,7.18871801461556,1.322987667816625,Circulatory,Circulatory,Pulmonary heart disease,Myocarditis and cardiomyopathy,2,8.869573995915635
Blindness and vision defects | Glaucoma,H409,Unspecified glaucoma,H548,"Legal blindness, as defined in USA",2257,10.440078927859938,12.056983605693686,7.1868739005926034,1.677639509536895,Eye/ear,Eye/ear,Glaucoma,Blindness and vision defects,3,10.440078927859938
Fluid and electrolyte disorders | Genitourinary signs and symptoms,E8770,"Fluid overload, unspecified",R34,Anuria and oliguria,620,7.737122290017293,8.422754351605658,7.1759137766345695,1.173753561397423,Endocrine/metabolic,Symptoms/signs,Fluid and electrolyte disorders,Genitourinary signs and symptoms,1,7.737122290017293
Other nervous system disorders (often hereditary or degenerative) | Respiratory failure; insufficiency; arrest,G253,Myoclonus,J9602,Acute respiratory failure with hypercapnia,597,8.193847160374595,8.896498267603471,7.175377478843405,1.2398648424887455,Nervous,Respiratory,Other nervous system disorders (often hereditary or degenerative),Respiratory failure; insufficiency; arrest,1,8.193847160374595
Acute myocardial infarction | Shock,I214,Non-ST elevation (NSTEMI) myocardial infarction,R570,Cardiogenic shock,6465,8.811116593644023,10.865455782469445,7.17164588519909,1.5150574856036425,Circulatory,Symptoms/signs,Acute myocardial infarction,Shock,6,32.38244190073657
Nervous system signs and symptoms | Other general signs and symptoms,R2681,Unsteadiness on feet,R296,Repeated falls,1880,11.79198235649191,13.50979498173692,7.171183015868178,1.8839004599161464,Symptoms/signs,Symptoms/signs,Nervous system signs and symptoms,Other general signs and symptoms,4,11.79198235649191
Gastrointestinal hemorrhage | Respiratory signs and symptoms,K920,Hematemesis,R042,Hemoptysis,779,8.583264802183244,9.07758210713855,7.169914966951748,1.266065518068178,Digestive,Symptoms/signs,Gastrointestinal hemorrhage,Respiratory signs and symptoms,1,8.583264802183244
Acute and unspecified renal failure | Coagulation and hemorrhagic disorders,D689,"Coagulation defect, unspecified",N170,Acute kidney failure with tubular necrosis,5150,8.13189429925674,9.504523084544989,7.166718984951593,1.326202841844675,Blood/immune,Genitourinary,Coagulation and hemorrhagic disorders,Acute and unspecified renal failure,3,20.36291156515057
Cardiac dysrhythmias | Other specified and unspecified liver disease,I472,Ventricular tachycardia,K761,Chronic passive congestion of liver,1092,9.127403041841111,10.327566624732096,7.163101204749441,1.4417730993224669,Circulatory,Digestive,Cardiac dysrhythmias,Other specified and unspecified liver disease,1,9.127403041841111
Depressive disorders | Obsessive-compulsive and related disorders,F332,"Major depressv disorder, recurrent severe w/o psych features",F429,"Obsessive-compulsive disorder, unspecified",1230,11.106993153767467,12.337813712114649,7.159228692864594,1.7233439859815354,Mental/behavioural,Mental/behavioural,Depressive disorders,Obsessive-compulsive and related disorders,1,11.106993153767467
Diverticulosis and diverticulitis | Intestinal obstruction and ileus,K567,"Ileus, unspecified",K5720,Dvtrcli of lg int w perforation and abscess w/o bleeding,1880,8.08796295130587,8.916717799565005,7.150679929630195,1.2469748174039923,Digestive,Digestive,Intestinal obstruction and ileus,Diverticulosis and diverticulitis,1,8.08796295130587
Muscle disorders | Other nervous system disorders (neither hereditary nor degenerative),G92,Toxic encephalopathy,M6282,Rhabdomyolysis,5136,7.725712562812478,8.945566297089279,7.149277400947916,1.251254608738947,Nervous,Musculoskeletal,Other nervous system disorders (neither hereditary nor degenerative),Muscle disorders,1,7.725712562812478
Diabetes mellitus with complication | Pressure ulcer of skin,E1169,Type 2 diabetes mellitus with other specified complication,L89154,"Pressure ulcer of sacral region, stage 4",1516,8.854531615906367,9.766235586473904,7.144374244438718,1.366982642892214,Endocrine/metabolic,Skin,Diabetes mellitus with complication,Pressure ulcer of skin,1,8.854531615906367
Other specified and unspecified diseases of kidney and ureters | Postthrombotic syndrome and venous insufficiency/hypertension,I871,Compression of vein,N2581,Secondary hyperparathyroidism of renal origin,585,8.004235119768026,8.662292140575888,7.132199043894335,1.2145331457050992,Circulatory,Genitourinary,Postthrombotic syndrome and venous insufficiency/hypertension,Other specified and unspecified diseases of kidney and ureters,1,8.004235119768026
Nonspecific chest pain | Other specified bone disease and musculoskeletal deformities,M940,Chondrocostal junction syndrome [Tietze],R0789,Other chest pain,506,8.210219499081061,8.955703906968216,7.122231199577933,1.257429540829696,Musculoskeletal,Symptoms/signs,Other specified bone disease and musculoskeletal deformities,Nonspecific chest pain,1,8.210219499081061
Circulatory signs and symptoms | Other specified complications in pregnancy,O26893,"Oth pregnancy related conditions, third trimester",R030,"Elevated blood-pressure reading, w/o diagnosis of htn",1129,11.380965400117924,12.334551131754004,7.118672176931761,1.7327039123566377,Pregnancy/childbirth,Symptoms/signs,Other specified complications in pregnancy,Circulatory signs and symptoms,1,11.380965400117924
Diverticulosis and diverticulitis | Nutritional anemia,D500,Iron deficiency anemia secondary to blood loss (chronic),K5731,Dvrtclos of lg int w/o perforation or abscess w bleeding,1158,9.2224410265796,10.065571319600789,7.11056309359641,1.4155800584436953,Blood/immune,Digestive,Nutritional anemia,Diverticulosis and diverticulitis,1,9.2224410265796
Diverticulosis and diverticulitis | Gastroduodenal ulcer,K259,"Gastric ulcer, unsp as acute or chronic, w/o hemor or perf",K5730,Dvrtclos of lg int w/o perforation or abscess w/o bleeding,1190,8.987688256644239,9.781877143639344,7.102803606254507,1.3771853603027582,Digestive,Digestive,Gastroduodenal ulcer,Diverticulosis and diverticulitis,2,8.987688256644239
Mental and substance use disorders in remission | Other specified and unspecified disorders of stomach and duodenum,F1021,"Alcohol dependence, in remission",K3189,Other diseases of stomach and duodenum,814,10.236722386636796,10.917222281412696,7.095738419678079,1.538560419749519,Mental/behavioural,Digestive,Mental and substance use disorders in remission,Other specified and unspecified disorders of stomach and duodenum,1,10.236722386636796
Acute and unspecified renal failure | Peritonitis and intra-abdominal abscess,K652,Spontaneous bacterial peritonitis,N170,Acute kidney failure with tubular necrosis,879,8.265622545534073,9.3179587139765,7.083020805280075,1.3155345678259731,Digestive,Genitourinary,Peritonitis and intra-abdominal abscess,Acute and unspecified renal failure,1,8.265622545534073
Diseases of white blood cells | Encounter for antineoplastic therapies,D709,"Neutropenia, unspecified",Z5111,Encounter for antineoplastic chemotherapy,1128,11.713418278341464,12.712325096981395,7.08086279898116,1.7953073598333988,Blood/immune,Factors/status,Diseases of white blood cells,Encounter for antineoplastic therapies,1,11.713418278341464
Asthma | Influenza,J101,Flu due to oth ident influenza virus w oth resp manifest,J45901,Unspecified asthma with (acute) exacerbation,1304,8.450349729337981,9.098314028442571,7.054859435842962,1.2896520634015216,Respiratory,Respiratory,Influenza,Asthma,1,8.450349729337981
Fever | Viral infection,B349,"Viral infection, unspecified",R509,"Fever, unspecified",887,9.46907525063775,10.20007882455893,7.030546995882217,1.450822934621318,Infectious,Symptoms/signs,Viral infection,Fever,1,9.46907525063775
Gastrointestinal hemorrhage | Hepatitis,K7010,Alcoholic hepatitis without ascites,K920,Hematemesis,682,9.73119843880409,10.300536471871686,7.027459313421759,1.4657554049724155,Digestive,Digestive,Hepatitis,Gastrointestinal hemorrhage,1,9.73119843880409
Myocarditis and cardiomyopathy | Nonrheumatic and unspecified valve disorders,I340,Nonrheumatic mitral (valve) insufficiency,I420,Dilated cardiomyopathy,4715,8.25118581800807,9.5289359033965,7.027173254634417,1.3560126608678922,Circulatory,Circulatory,Nonrheumatic and unspecified valve disorders,Myocarditis and cardiomyopathy,2,10.73035900327234
Scoliosis and other postural dorsopathic deformities | Spondylopathies/spondyloarthropathy (including infective),M419,"Scoliosis, unspecified",M4316,"Spondylolisthesis, lumbar region",864,7.69155850744171,8.12587045712079,7.016275285067185,1.158145900349031,Musculoskeletal,Musculoskeletal,Scoliosis and other postural dorsopathic deformities,Spondylopathies/spondyloarthropathy (including infective),1,7.69155850744171
Headache; including migraine | Nausea and vomiting,R110,Nausea,R51,Headache,2439,7.773271251309858,8.561006683922777,7.003959490751447,1.222309565785949,Symptoms/signs,Symptoms/signs,Nausea and vomiting,Headache; including migraine,1,7.773271251309858
"Chronic obstructive pulmonary disease and bronchiectasis | Effect of foreign body entering opening, initial encounter",J440,Chr obstructive pulmon disease with (acute) lower resp infct,T17890A,"Oth foreign object in oth prt resp tract cause asphyx, init",932,7.753184612187203,9.440108281898144,7.000273851501473,1.3485341405427098,Respiratory,Injury/poisoning,Chronic obstructive pulmonary disease and bronchiectasis,"Effect of foreign body entering opening, initial encounter",2,7.837423300151484
Bipolar and related disorders | Personality disorders,F319,"Bipolar disorder, unspecified",F603,Borderline personality disorder,4313,8.636995768890047,10.551070876492137,6.985104132307693,1.510510176604388,Mental/behavioural,Mental/behavioural,Bipolar and related disorders,Personality disorders,5,28.52418550282925
Endocrine system cancers - pancreas | Other aftercare encounter,C259,"Malignant neoplasm of pancreas, unspecified",Z515,Encounter for palliative care,2914,7.874341809430454,9.984190412309031,6.981056085029514,1.4301833835312645,Neoplasm,Factors/status,Endocrine system cancers - pancreas,Other aftercare encounter,1,7.874341809430454
Other specified inflammatory condition of skin | Skin and subcutaneous tissue infections,L03116,Cellulitis of left lower limb,L304,Erythema intertrigo,506,7.681750977994486,8.517339574054546,6.979749521930149,1.22029301299328,Skin,Skin,Skin and subcutaneous tissue infections,Other specified inflammatory condition of skin,1,7.681750977994486
Dysphagia | Nervous system signs and symptoms,R1310,"Dysphagia, unspecified",R471,Dysarthria and anarthria,6562,8.306916143092824,10.258656945968893,6.974634978646784,1.4708521632137477,Symptoms/signs,Symptoms/signs,Dysphagia,Nervous system signs and symptoms,9,22.171917412753075
Gastritis and duodenitis | Other specified diseases of veins and lymphatics,I8500,Esophageal varices without bleeding,K2970,"Gastritis, unspecified, without bleeding",760,8.095891094046076,8.772068215318292,6.96014965352294,1.260327529147054,Circulatory,Digestive,Other specified diseases of veins and lymphatics,Gastritis and duodenitis,1,8.095891094046076
Aortic and peripheral arterial embolism or thrombosis | Diabetes mellitus with complication,E1151,Type 2 diabetes w diabetic peripheral angiopath w/o gangrene,I743,Embolism and thrombosis of arteries of the lower extremities,1199,8.630452262303766,10.384942398731445,6.95714071694252,1.4927026520307831,Endocrine/metabolic,Circulatory,Diabetes mellitus with complication,Aortic and peripheral arterial embolism or thrombosis,2,8.630452262303766
Chronic obstructive pulmonary disease and bronchiectasis | Pulmonary heart disease,I2781,Cor pulmonale (chronic),J441,Chronic obstructive pulmonary disease w (acute) exacerbation,3601,7.675034359529317,10.822625180818884,6.954009494185384,1.556314409675203,Circulatory,Respiratory,Pulmonary heart disease,Chronic obstructive pulmonary disease and bronchiectasis,2,8.802301694153048
Other specified and unspecified lower respiratory disease | Unacceptable PDX,J8410,"Pulmonary fibrosis, unspecified",Z9981,Dependence on supplemental oxygen,7789,8.48899924906243,11.490953470095272,6.931740955992543,1.6577297886703708,Respiratory,Factors/status,Other specified and unspecified lower respiratory disease,Unacceptable PDX,6,13.572668238984884
Asthma | Respiratory signs and symptoms,J45901,Unspecified asthma with (acute) exacerbation,R0603,Acute respiratory distress,1236,8.683937224057194,9.350707560734415,6.9285706784174,1.349586804369624,Respiratory,Symptoms/signs,Asthma,Respiratory signs and symptoms,1,8.683937224057194
Respiratory cancers | Unacceptable PDX,C3490,Malignant neoplasm of unsp part of unsp bronchus or lung,Z923,Personal history of irradiation,4388,9.27003462691196,11.008992487267054,6.917811212646204,1.591398225372486,Neoplasm,Factors/status,Respiratory cancers,Unacceptable PDX,19,59.21683615616735
Abnormal findings without diagnosis | Other specified and unspecified liver disease,K761,Chronic passive congestion of liver,R791,Abnormal coagulation profile,566,8.751630805377273,9.358780453181248,6.913638952771569,1.353669249596764,Digestive,Symptoms/signs,Other specified and unspecified liver disease,Abnormal findings without diagnosis,1,8.751630805377273
Chronic kidney disease | Peritonitis and intra-abdominal abscess,I120,Hyp chr kidney disease w stage 5 chr kidney disease or ESRD,K659,"Peritonitis, unspecified",1073,7.833002083943924,8.831320455295026,6.910202968872621,1.2780117306360148,Circulatory,Digestive,Chronic kidney disease,Peritonitis and intra-abdominal abscess,1,7.833002083943924
Acute and unspecified renal failure | Pneumonia (except that caused by tuberculosis),J15212,Pneumonia due to Methicillin resistant Staphylococcus aureus,N170,Acute kidney failure with tubular necrosis,1128,8.124105305417231,9.15645125086042,6.90920626598156,1.3252537119847594,Respiratory,Genitourinary,Pneumonia (except that caused by tuberculosis),Acute and unspecified renal failure,3,10.407714981284894
Endocrine system cancers - pancreas | Unacceptable PDX,C259,"Malignant neoplasm of pancreas, unspecified",Z9221,Personal history of antineoplastic chemotherapy,1670,9.047323665182178,10.388303124349289,6.899804921278985,1.5055937440074254,Neoplasm,Factors/status,Endocrine system cancers - pancreas,Unacceptable PDX,5,73.77043119747114
Breast cancer - all other types | Unacceptable PDX,C50919,Malignant neoplasm of unsp site of unspecified female breast,Z9221,Personal history of antineoplastic chemotherapy,1666,9.19921011950946,10.588749457993847,6.899249268915064,1.534768355986502,Neoplasm,Factors/status,Breast cancer - all other types,Unacceptable PDX,9,27.600880667784555
Hypotension | Other specified and unspecified endocrine disorders,E2740,Unspecified adrenocortical insufficiency,I9589,Other hypotension,542,7.923867185968018,8.285632432787596,6.888928780139349,1.202746130381681,Endocrine/metabolic,Circulatory,Other specified and unspecified endocrine disorders,Hypotension,1,7.923867185968018
Hepatitis | Opioid-related disorders,B1920,Unspecified viral hepatitis C without hepatic coma,F1120,"Opioid dependence, uncomplicated",5966,9.053663805944243,10.675105446389557,6.883704433213073,1.550779169843989,Infectious,Mental/behavioural,Hepatitis,Opioid-related disorders,7,15.265786356351644
Other unspecified injury | Syncope,R55,Syncope and collapse,S0990XA,"Unspecified injury of head, initial encounter",1235,8.932243097239276,9.986865510809231,6.876026623395457,1.452418098095963,Symptoms/signs,Injury,Syncope,Other unspecified injury,1,8.932243097239276
Heart failure | Respiratory failure; insufficiency; arrest,I5033,Acute on chronic diastolic (congestive) heart failure,J9622,Acute and chronic respiratory failure with hypercapnia,15301,7.628865314423789,9.959334825173018,6.874653514728601,1.4487035315795391,Circulatory,Respiratory,Heart failure,Respiratory failure; insufficiency; arrest,3,8.43398331628223
Obsessive-compulsive and related disorders | Suicidal ideation/attempt/intentional self-harm,F429,"Obsessive-compulsive disorder, unspecified",R45851,Suicidal ideations,3005,9.518620094466748,12.070333754223004,6.859183960793935,1.7597332019691,Mental/behavioural,Symptoms/signs,Obsessive-compulsive and related disorders,Suicidal ideation/attempt/intentional self-harm,1,9.518620094466748
"Pleurisy, pleural effusion and pulmonary collapse | Postprocedural or postoperative circulatory system complication",I97190,Oth postproc cardiac functn disturb fol cardiac surgery,J9811,Atelectasis,725,8.076489892982014,9.46830785184276,6.847780819414937,1.382682667791887,Circulatory,Respiratory,Postprocedural or postoperative circulatory system complication,"Pleurisy, pleural effusion and pulmonary collapse",1,8.076489892982014
Hepatitis | Peritonitis and intra-abdominal abscess,B182,Chronic viral hepatitis C,K652,Spontaneous bacterial peritonitis,542,10.764373604682415,11.66334585062942,6.842152338425588,1.7046311268353334,Infectious,Digestive,Hepatitis,Peritonitis and intra-abdominal abscess,2,73.75943180414262
Neurodevelopmental disorders | Personality disorders,F603,Borderline personality disorder,F909,"Attention-deficit hyperactivity disorder, unspecified type",2044,10.75820523194306,12.059138012561691,6.838172266163987,1.7635031033411672,Mental/behavioural,Mental/behavioural,Personality disorders,Neurodevelopmental disorders,1,10.75820523194306
General sensation/perception signs and symptoms | Malaise and fatigue,R42,Dizziness and giddiness,R5383,Other fatigue,1576,8.0668479577855,8.72838839066622,6.828237569784267,1.2782783699984803,Symptoms/signs,Symptoms/signs,General sensation/perception signs and symptoms,Malaise and fatigue,1,8.0668479577855
Other specified inflammatory condition of skin | Rheumatoid arthritis and related disease,L4050,"Arthropathic psoriasis, unspecified",M069,"Rheumatoid arthritis, unspecified",1281,8.534201827678366,9.75147401387027,6.816686201173179,1.430529985697743,Skin,Musculoskeletal,Other specified inflammatory condition of skin,Rheumatoid arthritis and related disease,1,8.534201827678366
Acute myocardial infarction | Cardiac dysrhythmias,I2119,STEMI involving oth coronary artery of inferior wall,I472,Ventricular tachycardia,1745,9.412394542307434,10.764038341342983,6.798491592688529,1.583298029362752,Circulatory,Circulatory,Acute myocardial infarction,Cardiac dysrhythmias,5,13.33664551832528
Pituitary disorders | Secondary malignancies,C7931,Secondary malignant neoplasm of brain,E222,Syndrome of inappropriate secretion of antidiuretic hormone,1168,8.274549886165593,8.846765885273767,6.7955724833232924,1.3018426198799609,Neoplasm,Endocrine/metabolic,Secondary malignancies,Pituitary disorders,1,8.274549886165593
Aspiration pneumonitis | Sequela of cerebral infarction and other cerebrovascular disease,I69391,Dysphagia following cerebral infarction,J690,Pneumonitis due to inhalation of food and vomit,2638,8.885733646301771,10.745910686277991,6.794453267619518,1.5815710643695238,Circulatory,Respiratory,Sequela of cerebral infarction and other cerebrovascular disease,Aspiration pneumonitis,1,8.885733646301771
Thyroid disorders | Unacceptable PDX,E079,"Disorder of thyroid, unspecified",Z79890,Hormone replacement therapy,2149,9.238804569637429,10.714606471268976,6.790287520414887,1.5779311905505755,Endocrine/metabolic,Factors/status,Thyroid disorders,Unacceptable PDX,3,9.238804569637429
Male reproductive system cancers - prostate | Unacceptable PDX,C61,Malignant neoplasm of prostate,D630,Anemia in neoplastic disease,1724,9.272122244207877,10.124097975743648,6.760181016827031,1.4976075271569442,Neoplasm,Blood/immune,Male reproductive system cancers - prostate,Unacceptable PDX,1,9.272122244207877
Neurodevelopmental disorders | Schizophrenia spectrum and other psychotic disorders,F209,"Schizophrenia, unspecified",F79,Unspecified intellectual disabilities,1399,9.786580589018325,10.769265703486404,6.75422944354842,1.594447715094001,Mental/behavioural,Mental/behavioural,Schizophrenia spectrum and other psychotic disorders,Neurodevelopmental disorders,3,9.807697319172094
Obesity | Postthrombotic syndrome and venous insufficiency/hypertension,E662,Morbid (severe) obesity with alveolar hypoventilation,I872,Venous insufficiency (chronic) (peripheral),2206,7.62397554575,8.329899507950069,6.750000977319293,1.234059007685984,Endocrine/metabolic,Circulatory,Obesity,Postthrombotic syndrome and venous insufficiency/hypertension,1,7.62397554575
Acute phlebitis; thrombophlebitis and thromboembolism | Aplastic anemia,D61818,Other pancytopenia,I81,Portal vein thrombosis,950,8.278243308758181,9.042468063278296,6.737036398986048,1.3422026433817733,Blood/immune,Circulatory,Aplastic anemia,Acute phlebitis; thrombophlebitis and thromboembolism,1,8.278243308758181
Coronary atherosclerosis and other heart disease | Other specified and unspecified liver disease,I255,Ischemic cardiomyopathy,K761,Chronic passive congestion of liver,1496,8.195253901947574,9.67479141940012,6.725390890845414,1.43854707873849,Circulatory,Digestive,Coronary atherosclerosis and other heart disease,Other specified and unspecified liver disease,1,8.195253901947574
Syncope | Unacceptable PDX,R55,Syncope and collapse,W1839XA,"Other fall on same level, initial encounter",2004,9.224573438346502,10.44175085133319,6.718063523531262,1.5542798627549477,Symptoms/signs,External cause,Syncope,Unacceptable PDX,1,9.224573438346502
Endocarditis and endocardial disease | Other specified substance-related disorders,F1910,"Other psychoactive substance abuse, uncomplicated",I330,Acute and subacute infective endocarditis,522,9.808690067708268,10.353258115776605,6.704654735526677,1.544189600236486,Mental/behavioural,Circulatory,Other specified substance-related disorders,Endocarditis and endocardial disease,1,9.808690067708268
Gastritis and duodenitis | Other specified and unspecified liver disease,K2920,Alcoholic gastritis without bleeding,K760,"Fatty (change of) liver, not elsewhere classified",735,9.915674651975994,11.177160515716132,6.7012964239539246,1.6679101786578396,Digestive,Digestive,Gastritis and duodenitis,Other specified and unspecified liver disease,1,9.915674651975994
Headache; including migraine | Trauma- and stressor-related disorders,F445,Conversion disorder with seizures or convulsions,G43909,"Migraine, unsp, not intractable, without status migrainosus",557,9.277683796562508,10.570734402399037,6.691660363603029,1.5796878245487305,Mental/behavioural,Nervous,Trauma- and stressor-related disorders,Headache; including migraine,1,9.277683796562508
Chronic rheumatic heart disease | Heart failure,I081,Rheumatic disorders of both mitral and tricuspid valves,I5023,Acute on chronic systolic (congestive) heart failure,5529,8.452797966414982,10.235243594423808,6.675229703862363,1.5333170615089966,Circulatory,Circulatory,Chronic rheumatic heart disease,Heart failure,8,23.29795808392638
Diabetes mellitus with complication | Other specified and unspecified circulatory disease,E1151,Type 2 diabetes w diabetic peripheral angiopath w/o gangrene,I998,Other disorder of circulatory system,1517,8.497000060567858,10.208920314262,6.666208658058344,1.5314432592686855,Endocrine/metabolic,Circulatory,Diabetes mellitus with complication,Other specified and unspecified circulatory disease,3,28.67673508081217
Diabetes mellitus with complication | Disorders of lipid metabolism,E1110,Type 2 diabetes mellitus with ketoacidosis without coma,E781,Pure hyperglyceridemia,1004,9.18106024116138,9.812530357536076,6.652243220445201,1.4750708944883366,Endocrine/metabolic,Endocrine/metabolic,Diabetes mellitus with complication,Disorders of lipid metabolism,1,9.18106024116138
Esophageal disorders | Other general signs and symptoms,B3781,Candidal esophagitis,R64,Cachexia,655,7.950259668191705,8.548425541177773,6.6496816161954175,1.2855390730825262,Infectious,Symptoms/signs,Esophageal disorders,Other general signs and symptoms,1,7.950259668191705
Other nervous system disorders (neither hereditary nor degenerative) | Shock,G9340,"Encephalopathy, unspecified",R579,"Shock, unspecified",1143,7.887215452402979,8.689021651293574,6.637137032928769,1.3091520648413326,Nervous,Symptoms/signs,Other nervous system disorders (neither hereditary nor degenerative),Shock,2,8.165112619027717
Fluid and electrolyte disorders | Pulmonary heart disease,E873,Alkalosis,I2781,Cor pulmonale (chronic),643,8.456000117700055,9.012426515425553,6.634360763574427,1.3584468551827569,Endocrine/metabolic,Circulatory,Fluid and electrolyte disorders,Pulmonary heart disease,2,8.705308078869871
